model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,rating,year,brand_Google,brand_Infinix,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Vivo,brand_Xiaomi,os_iOS,processor_Dimensity 9300,processor_Exynos 2400,processor_Helio G99,processor_Snapdragon 6 Gen 1,processor_Snapdragon 7+ Gen 2,processor_Snapdragon 8 Gen 3,processor_Tensor G4,release_month_August,release_month_December,release_month_February,release_month_January,release_month_July,release_month_June,release_month_March,release_month_May,release_month_November,release_month_October,release_month_September
V29e,1267,4,512,108,5000,6.7,18,0,4.7,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
F27 Pro,135,8,256,50,5500,6.7,44,0,4.2,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
GT 20 Pro,724,16,256,50,4000,7.1,44,0,3.9,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
V29e,344,12,1024,108,4500,7.2,33,1,3.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Hot 40,1367,16,64,12,4000,5.9,120,0,4.1,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
iPhone 14,275,16,256,12,6000,7.1,18,0,4.1,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Poco X6 Pro,1140,16,1024,64,4500,6.6,120,1,4.1,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Find X7,410,8,1024,64,5000,6.7,18,1,4.3,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nord CE 4 Lite,1375,4,256,200,6000,7.0,18,0,4.6,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pixel 9,1149,16,1024,48,4000,5.9,44,1,4.5,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Galaxy A75,1360,16,1024,48,5500,6.0,44,1,4.4,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
GT 20 Pro,189,12,1024,48,4500,6.5,33,1,3.8,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Pixel 9,607,12,64,200,4500,7.1,44,0,4.4,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nord CE 4 Lite,440,16,512,108,5000,5.6,44,0,4.3,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
X100 Pro,732,6,64,50,6000,7.1,65,1,4.9,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Note 40 Pro,508,6,64,108,6000,5.9,33,0,4.4,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
OnePlus 12,163,16,256,200,6000,6.2,33,1,4.1,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Zero 30,413,8,64,48,4500,6.5,33,1,3.6,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pixel 8,789,16,512,12,5000,5.9,44,1,4.1,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Y100A,181,12,512,108,4000,6.7,120,1,3.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Galaxy S24,179,4,1024,64,5000,5.6,44,0,5.0,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 13R,1356,16,256,64,6000,7.0,44,0,3.8,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
GT 7 Pro,951,16,256,200,5000,6.1,33,0,4.0,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
GT Neo 6,957,6,64,200,5500,7.0,33,0,4.0,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Galaxy A75,1171,12,256,64,5500,5.6,120,0,3.9,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 16 Pro,442,6,256,108,5500,5.8,33,0,4.9,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
V29e,1235,12,64,108,6000,7.1,33,1,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Galaxy S24,355,8,512,200,4000,6.4,33,0,3.6,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Reno 12,118,6,512,108,4500,5.5,120,0,5.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OnePlus 13R,147,6,1024,200,4500,6.5,120,1,4.4,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Hot 40,1111,4,128,64,4500,6.3,33,0,4.7,2025,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mi 14,1039,8,256,50,6000,6.0,18,1,4.6,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OnePlus 12,610,8,512,48,4500,5.6,18,1,3.9,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 16 Pro,259,12,1024,64,5500,5.6,44,1,4.4,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pixel 7a,528,12,256,64,5000,6.8,33,1,3.9,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy S24 Ultra,769,16,512,200,5500,6.7,100,0,4.2,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Mi 14,1399,6,128,50,4500,5.9,120,1,4.9,2025,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 16 Pro,1441,16,128,200,4000,7.0,65,0,4.4,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Reno 12,1432,8,1024,50,5000,6.3,18,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Y200,128,4,512,48,5000,5.6,18,1,3.8,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Narzo 70,1106,16,64,200,5500,6.1,44,0,4.8,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Pixel Fold 2,662,12,128,64,4500,6.6,120,1,3.9,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A98,1492,12,1024,48,6000,6.7,100,0,4.4,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
11 Pro+,1003,6,64,12,5500,6.1,65,1,4.0,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
GT 7 Pro,1154,12,1024,64,6000,5.7,18,1,4.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Pixel 7a,515,8,1024,12,4000,6.0,18,0,3.6,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A98,627,6,512,64,4000,5.6,18,0,4.1,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Poco X6 Pro,450,16,1024,50,5000,6.6,44,1,4.3,2025,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pixel 7a,1107,8,256,108,6000,6.0,65,1,4.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
X100 Pro,1160,8,256,200,5000,5.5,44,0,5.0,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
X100 Pro,818,8,256,64,5000,5.9,18,0,4.3,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Redmi Note 14 Pro,152,4,1024,12,4500,6.2,18,1,3.9,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
V30,1161,6,1024,50,6000,6.7,65,1,3.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
11 Pro+,423,12,256,48,4000,6.5,44,1,4.6,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Find X7,1131,8,1024,200,5500,6.6,65,1,4.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Pixel 9,718,4,64,50,4000,7.1,100,0,4.5,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Poco F6,154,16,128,48,4000,6.8,120,1,4.3,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
F27 Pro,717,4,256,64,4000,6.0,65,1,3.9,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nord CE 4 Lite,727,6,1024,108,4500,6.3,100,1,3.9,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Galaxy Z Fold6,656,8,64,108,5000,5.7,33,0,4.0,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Poco X6 Pro,633,4,64,200,5000,7.1,100,0,3.9,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Galaxy S24,894,12,128,48,5500,6.9,100,0,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
X100 Pro,246,16,128,50,4000,5.9,100,0,4.4,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
